"","CustomerID","recency","r_clus","frequency","f_clus","money_value","m_clus","score","value"
"1028",13722,120,3,4,1,2957.56,1,5,"mid"
"1029",13723,217,2,1,1,279.35,1,4,"low"
"1030",13725,49,3,11,2,2120.79,1,6,"mid"
"1031",13726,38,4,2,1,1096.16,1,6,"mid"
"1032",13727,28,4,2,1,398.98,1,6,"mid"
"1033",13728,36,4,6,1,1123.78,1,6,"mid"
"1034",13730,135,2,2,1,951.88,1,4,"low"
"1035",13731,219,2,2,1,724.47,1,4,"low"
"1036",13732,28,4,1,1,536.86,1,6,"mid"
"1037",13735,24,4,8,2,3488.69,1,7,"mid"
"1038",13736,5,4,3,1,838.28,1,6,"mid"
"1039",13737,200,2,1,1,389.04,1,4,"low"
"1040",13739,18,4,1,1,216.9,1,6,"mid"
"1041",13740,240,2,1,1,423.59,1,4,"low"
"1042",13741,71,3,4,1,696.33,1,5,"mid"
"1043",13742,16,4,14,2,3696.99,1,7,"mid"
"1044",13743,2,4,8,2,1458.95,1,7,"mid"
"1045",13744,95,3,2,1,1288.12,1,5,"mid"
"1046",13745,151,2,2,1,341.7,1,4,"low"
"1047",13747,373,1,1,1,79.6,1,3,"low"
"1048",13748,95,3,5,1,1047.73,1,5,"mid"
"1049",13750,53,3,5,1,1677.28,1,5,"mid"
"1050",13751,288,1,1,1,313.95,1,3,"low"
"1051",13752,124,3,6,1,1517.45,1,5,"mid"
"1052",13753,287,1,1,1,793.46,1,3,"low"
"1053",13754,151,2,2,1,398.7,1,4,"low"
"1054",13755,3,4,10,2,2960.68,1,7,"mid"
"1055",13756,2,4,15,2,7215.88,1,7,"mid"
"1056",13758,11,4,7,2,4120.23,1,7,"mid"
"1057",13759,33,4,2,1,703.85,1,6,"mid"
"1058",13760,54,3,2,1,317.04,1,5,"mid"
"1059",13761,50,3,2,1,1555.02,1,5,"mid"
"1060",13762,204,2,2,1,0,1,4,"low"
"1061",13763,63,3,3,1,1672.46,1,5,"mid"
"1062",13764,70,3,3,1,1777.54,1,5,"mid"
"1063",13767,2,4,52,3,18402.99,2,9,"high"
"1064",13769,2,4,16,2,4259.23,1,7,"mid"
"1065",13771,64,3,5,1,3355.23,1,5,"mid"
"1066",13772,33,4,3,1,1514.14,1,6,"mid"
"1067",13774,81,3,1,1,452.4,1,5,"mid"
"1068",13777,0,4,41,3,34168.59,2,9,"high"
"1069",13778,103,3,1,1,229.1,1,5,"mid"
"1070",13780,7,4,2,1,417.66,1,6,"mid"
"1071",13781,250,1,1,1,167.84,1,3,"low"
"1072",13782,12,4,6,1,1277.69,1,6,"mid"
"1073",13784,9,4,11,2,2462.79,1,7,"mid"
"1074",13786,367,1,1,1,480.6,1,3,"low"
"1075",13787,75,3,2,1,403.47,1,5,"mid"
"1076",13790,4,4,1,1,348.8,1,6,"mid"
"1077",13791,43,4,3,1,1155.08,1,6,"mid"
"1078",13792,66,3,2,1,283.8,1,5,"mid"
"1079",13798,1,4,63,3,51100.08,2,9,"high"
"1080",13799,116,3,2,1,829.86,1,5,"mid"
"1081",13800,309,1,1,1,598.76,1,3,"low"
"1082",13801,66,3,1,1,342.5,1,5,"mid"
"1083",13802,138,2,6,1,4936.75,1,4,"low"
"1084",13803,255,1,1,1,307.19,1,3,"low"
"1085",13804,30,4,7,2,3213.47,1,7,"mid"
"1086",13805,52,3,2,1,1041.24,1,5,"mid"
"1087",13806,63,3,1,1,304.26,1,5,"mid"
"1088",13807,367,1,1,1,127.6,1,3,"low"
"1089",13808,5,4,5,1,2594.72,1,6,"mid"
"1090",13809,305,1,1,1,267.15,1,3,"low"
"1091",13810,28,4,4,1,944.06,1,6,"mid"
"1092",13811,183,2,4,1,591.75,1,4,"low"
"1093",13812,42,4,3,1,600.24,1,6,"mid"
"1094",13813,39,4,5,1,1497.71,1,6,"mid"
"1095",13814,56,3,3,1,1966.58,1,5,"mid"
"1096",13815,22,4,5,1,4887.63,1,6,"mid"
"1097",13816,23,4,4,1,639.19,1,6,"mid"
"1098",13817,29,4,2,1,382.98,1,6,"mid"
"1099",13819,301,1,3,1,1226.65,1,3,"low"
"1100",13821,144,2,2,1,423.39,1,4,"low"
"1101",13822,5,4,2,1,891.28,1,6,"mid"
"1102",13823,18,4,2,1,1295.18,1,6,"mid"
"1103",13824,32,4,5,1,1949.94,1,6,"mid"
"1104",13826,158,2,2,1,216.45,1,4,"low"
"1105",13827,57,3,3,1,498.33,1,5,"mid"
"1106",13828,22,4,1,1,242.69,1,6,"mid"
"1107",13829,359,1,1,1,-102,1,3,"low"
"1108",13831,16,4,6,1,4776.03,1,6,"mid"
"1109",13832,17,4,2,1,40.95,1,6,"mid"
"1110",13833,159,2,1,1,478.35,1,4,"low"
"1111",13835,25,4,4,1,1070.47,1,6,"mid"
"1112",13837,211,2,2,1,312.54,1,4,"low"
"1113",13838,5,4,4,1,818.67,1,6,"mid"
"1114",13841,252,1,1,1,85,1,3,"low"
"1115",13842,58,3,9,2,4088.53,1,6,"mid"
"1116",13844,11,4,1,1,458.7,1,6,"mid"
"1117",13845,64,3,1,1,441.54,1,5,"mid"
"1118",13846,24,4,4,1,1038.2,1,6,"mid"
"1119",13848,92,3,3,1,1255,1,5,"mid"
"1120",13849,51,3,2,1,1901.82,1,5,"mid"
"1121",13850,88,3,2,1,2040.91,1,5,"mid"
"1122",13851,95,3,3,1,3064.82,1,5,"mid"
"1123",13853,8,4,2,1,1091.74,1,6,"mid"
"1124",13854,8,4,29,3,8983.1,1,8,"high"
"1125",13856,168,2,5,1,363.4,1,4,"low"
"1126",13858,57,3,1,1,234.02,1,5,"mid"
"1127",13859,326,1,1,1,328.16,1,3,"low"
"1128",13860,1,4,6,1,1480.82,1,6,"mid"
"1129",13862,18,4,10,2,2715.13,1,7,"mid"
"1130",13863,245,2,2,1,322.98,1,4,"low"
"1131",13865,58,3,4,1,560.87,1,5,"mid"
"1132",13866,74,3,1,1,237.51,1,5,"mid"
"1133",13867,31,4,3,1,1337.59,1,6,"mid"
"1134",13868,7,4,2,1,3300.37,1,6,"mid"
"1135",13869,123,3,4,1,3849.55,1,5,"mid"
"1136",13870,2,4,10,2,3017.76,1,7,"mid"
"1137",13871,22,4,14,2,8669.52,1,7,"mid"
"1138",13873,119,3,4,1,548.22,1,5,"mid"
"1139",13874,358,1,1,1,749.55,1,3,"low"
"1140",13875,53,3,5,1,2528.86,1,5,"mid"
"1141",13876,63,3,1,1,186.1,1,5,"mid"
"1142",13877,86,3,1,1,117.24,1,5,"mid"
"1143",13878,54,3,1,1,1424.03,1,5,"mid"
"1144",13880,21,4,13,2,3675.81,1,7,"mid"
"1145",13881,3,4,22,2,21858.76,2,8,"high"
"1146",13882,2,4,6,1,1337.7,1,6,"mid"
"1147",13883,1,4,9,2,2932.52,1,7,"mid"
"1148",13884,7,4,6,1,1126.2,1,6,"mid"
"1149",13885,189,2,2,1,657.3,1,4,"low"
"1150",13886,71,3,1,1,305.36,1,5,"mid"
"1151",13887,204,2,1,1,379.25,1,4,"low"
"1152",13888,119,3,2,1,783.35,1,5,"mid"
"1153",13889,92,3,1,1,449.75,1,5,"mid"
"1154",13890,1,4,14,2,2367.53,1,7,"mid"
"1155",13892,26,4,4,1,632.97,1,6,"mid"
"1156",13893,297,1,1,1,1519.3,1,3,"low"
"1157",13894,22,4,5,1,586.37,1,6,"mid"
"1158",13895,21,4,5,1,4059.96,1,6,"mid"
"1159",13897,50,3,1,1,409.9,1,5,"mid"
"1160",13898,325,1,1,1,170.93,1,3,"low"
"1161",13899,16,4,2,1,454.54,1,6,"mid"
"1162",13900,183,2,3,1,944.82,1,4,"low"
"1163",13901,72,3,5,1,3408.05,1,5,"mid"
"1164",13904,37,4,2,1,412.56,1,6,"mid"
"1165",13908,79,3,5,1,2633.56,1,5,"mid"
"1166",13911,57,3,9,2,2953.07,1,6,"mid"
"1167",13914,3,4,3,1,843.39,1,6,"mid"
"1168",13917,49,3,2,1,291.48,1,5,"mid"
"1169",13918,49,3,2,1,1526.64,1,5,"mid"
"1170",13919,53,3,3,1,350.16,1,5,"mid"
"1171",13922,351,1,1,1,237.65,1,3,"low"
"1172",13923,53,3,1,1,386.77,1,5,"mid"
"1173",13924,1,4,11,2,2030.34,1,7,"mid"
"1174",13925,36,4,6,1,667.25,1,6,"mid"
"1175",13926,23,4,1,1,241.55,1,6,"mid"
"1176",13927,74,3,1,1,434.59,1,5,"mid"
"1177",13928,10,4,4,1,704.6,1,6,"mid"
"1178",13929,169,2,3,1,960.65,1,4,"low"
"1179",13930,57,3,2,1,337.34,1,5,"mid"
"1180",13931,85,3,3,1,2047.97,1,5,"mid"
"1181",13932,294,1,1,1,338,1,3,"low"
"1182",13933,109,3,2,1,730.56,1,5,"mid"
"1183",13934,263,1,1,1,997.9,1,3,"low"
"1184",13936,171,2,2,1,426.68,1,4,"low"
"1185",13937,169,2,1,1,189.45,1,4,"low"
"1186",13938,35,4,1,1,71.66,1,6,"mid"
"1187",13939,23,4,4,1,647.37,1,6,"mid"
"1188",13940,17,4,4,1,943.94,1,6,"mid"
"1189",13941,21,4,7,2,6400.76,1,7,"mid"
"1190",13946,79,3,3,1,762.99,1,5,"mid"
"1191",13947,65,3,1,1,108.3,1,5,"mid"
"1192",13948,360,1,1,1,102,1,3,"low"
"1193",13949,2,4,6,1,3127.71,1,6,"mid"
"1194",13950,11,4,5,1,1373.2,1,6,"mid"
"1195",13951,176,2,3,1,844.57,1,4,"low"
"1196",13952,211,2,3,1,3709.231,1,4,"low"
"1197",13953,7,4,7,2,3555.28,1,7,"mid"
"1198",13954,1,4,3,1,433.89,1,6,"mid"
"1199",13955,154,2,2,1,387.31,1,4,"low"
"1200",13956,5,4,5,1,1334.47,1,6,"mid"
"1201",13958,372,1,1,1,-102.45,1,3,"low"
"1202",13959,79,3,3,1,606.45,1,5,"mid"
"1203",13960,21,4,2,1,272.04,1,6,"mid"
"1204",13962,21,4,2,1,200.97,1,6,"mid"
"1205",13963,308,1,4,1,748.34,1,3,"low"
"1206",13967,145,2,1,1,80.7,1,4,"low"
"1207",13969,7,4,20,2,12417,2,8,"high"
"1208",13971,8,4,11,2,3595.76,1,7,"mid"
"1209",13972,70,3,2,1,244.24,1,5,"mid"
"1210",13973,287,1,1,1,280,1,3,"low"
"1211",13974,49,3,1,1,468.79,1,5,"mid"
"1212",13975,31,4,7,2,3290.97,1,7,"mid"
"1213",13976,206,2,1,1,476.06,1,4,"low"
"1214",13978,14,4,2,1,296.39,1,6,"mid"
"1215",13979,73,3,1,1,1238.85,1,5,"mid"
"1216",13980,60,3,1,1,271.9,1,5,"mid"
"1217",13982,39,4,5,1,2688.71,1,6,"mid"
"1218",13983,29,4,13,2,3799.31,1,7,"mid"
"1219",13984,26,4,6,1,652.91,1,6,"mid"
"1220",13985,4,4,16,2,9851.59,1,7,"mid"
"1221",13986,17,4,1,1,750.54,1,6,"mid"
"1222",13988,19,4,9,2,5322.41,1,7,"mid"
"1223",13989,65,3,2,1,1326.78,1,5,"mid"
"1224",13990,213,2,1,1,400.8,1,4,"low"
"1225",13991,12,4,7,2,1027.07,1,7,"mid"
"1226",13992,30,4,1,1,76.8,1,6,"mid"
"1227",13993,32,4,12,2,3927.24,1,7,"mid"
"1228",13994,3,4,6,1,3162.62,1,6,"mid"
"1229",13995,15,4,6,1,1797.81,1,6,"mid"
"1230",13999,10,4,15,2,6004.45,1,7,"mid"
"1231",14000,206,2,2,1,633.71,1,4,"low"
"1232",14001,45,4,4,1,2622.15,1,6,"mid"
"1233",14002,134,2,2,1,582.53,1,4,"low"
"1234",14004,43,4,7,2,5795.56,1,7,"mid"
"1235",14005,9,4,5,1,2992.16,1,6,"mid"
"1236",14006,115,3,3,1,1540.71,1,5,"mid"
"1237",14009,198,2,3,1,848.23,1,4,"low"
"1238",14012,277,1,1,1,328.8,1,3,"low"
"1239",14013,110,3,3,1,582.74,1,5,"mid"
"1240",14014,77,3,1,1,709.52,1,5,"mid"
"1241",14015,52,3,1,1,1224.54,1,5,"mid"
"1242",14016,154,2,5,1,5067.32,1,4,"low"
"1243",14019,46,4,4,1,1782.6,1,6,"mid"
"1244",14020,16,4,2,1,742.85,1,6,"mid"
"1245",14021,155,2,3,1,832.3,1,4,"low"
"1246",14022,225,2,1,1,602.3,1,4,"low"
"1247",14023,7,4,2,1,613.77,1,6,"mid"
"1248",14024,121,3,2,1,442.45,1,5,"mid"
"1249",14027,60,3,1,1,104.82,1,5,"mid"
"1250",14029,63,3,2,1,467.66,1,5,"mid"
"1251",14030,18,4,8,2,2723.08,1,7,"mid"
"1252",14031,7,4,23,2,18607.99,2,8,"high"
"1253",14032,2,4,18,2,5793.76,1,7,"mid"
"1254",14034,22,4,4,1,635.43,1,6,"mid"
"1255",14035,28,4,5,1,2579.64,1,6,"mid"
"1256",14036,284,1,1,1,798.19,1,3,"low"
"1257",14037,176,2,2,1,163.9,1,4,"low"
"1258",14038,78,3,4,1,2243.2,1,5,"mid"
"1259",14039,33,4,1,1,218.3,1,6,"mid"
"1260",14040,40,4,15,2,4437.68,1,7,"mid"
"1261",14041,266,1,1,1,162.31,1,3,"low"
"1262",14044,26,4,4,1,798.89,1,6,"mid"
"1263",14045,109,3,4,1,1659.75,1,5,"mid"
"1264",14046,284,1,1,1,169.45,1,3,"low"
"1265",14047,8,4,7,2,1746.71,1,7,"mid"
"1266",14048,277,1,2,1,412.43,1,3,"low"
"1267",14049,16,4,6,1,6630.05,1,6,"mid"
"1268",14050,31,4,2,1,794.06,1,6,"mid"
"1269",14051,0,4,26,3,16830.99,2,9,"high"
"1270",14052,19,4,1,1,273.65,1,6,"mid"
"1271",14053,124,3,2,1,260.25,1,5,"mid"
"1272",14054,65,3,1,1,151.92,1,5,"mid"
"1273",14055,106,3,1,1,752.68,1,5,"mid"
"1274",14056,1,4,29,3,10425.61,1,8,"high"
"1275",14057,23,4,18,2,9408.7,1,7,"mid"
"1276",14059,266,1,1,1,223.2,1,3,"low"
"1277",14060,4,4,20,2,7628.34,1,7,"mid"
"1278",14062,9,4,12,2,14809.93,2,8,"high"
"1279",14064,29,4,7,2,1458.39,1,7,"mid"
"1280",14066,266,1,1,1,152.55,1,3,"low"
"1281",14067,63,3,2,1,434.26,1,5,"mid"
"1282",14068,320,1,1,1,354.35,1,3,"low"
"1283",14071,3,4,9,2,1513.23,1,7,"mid"
"1284",14073,21,4,2,1,322.62,1,6,"mid"
"1285",14075,4,4,3,1,1795.34,1,6,"mid"
"1286",14076,129,3,1,1,124.55,1,5,"mid"
"1287",14077,40,4,5,1,1226.73,1,6,"mid"
"1288",14078,101,3,6,1,1123.43,1,5,"mid"
"1289",14079,124,3,1,1,414.9,1,5,"mid"
"1290",14080,32,4,1,1,45.6,1,6,"mid"
"1291",14081,267,1,4,1,1052.62,1,3,"low"
"1292",14082,364,1,1,1,190.65,1,3,"low"
"1293",14083,4,4,9,2,1276.92,1,7,"mid"
"1294",14085,2,4,19,2,5608.75,1,7,"mid"
"1295",14087,2,4,2,1,189.42,1,6,"mid"
"1296",14088,10,4,14,2,60798.12,3,9,"high"
"1297",14089,56,3,1,1,182,1,5,"mid"
"1298",14090,324,1,1,1,152.64,1,3,"low"
"1299",14092,7,4,17,2,5218.51,1,7,"mid"
"1300",14093,12,4,1,1,445.35,1,6,"mid"
"1301",14096,4,4,34,3,71314.82,3,10,"high"
"1302",14098,36,4,1,1,147.35,1,6,"mid"
"1303",14099,16,4,12,2,3823.71,1,7,"mid"
"1304",14100,137,2,1,1,227.45,1,4,"low"
"1305",14101,73,3,6,1,6365.49,1,5,"mid"
"1306",14102,5,4,8,2,1396.48,1,7,"mid"
"1307",14104,154,2,2,1,257.44,1,4,"low"
"1308",14105,85,3,2,1,1399.65,1,5,"mid"
"1309",14107,51,3,8,2,2813.25,1,6,"mid"
"1310",14108,30,4,3,1,622.74,1,6,"mid"
"1311",14109,23,4,2,1,170.8,1,6,"mid"
"1312",14110,3,4,13,2,7278.07,1,7,"mid"
"1313",14111,14,4,5,1,688.6,1,6,"mid"
"1314",14112,22,4,12,2,3668.72,1,7,"mid"
"1315",14113,3,4,8,2,1522.72,1,7,"mid"
"1316",14114,273,1,2,1,386.53,1,3,"low"
"1317",14116,19,4,5,1,1835.56,1,6,"mid"
"1318",14117,143,2,1,1,120,1,4,"low"
"1319",14119,354,1,1,1,-19.9,1,3,"low"
"1320",14121,3,4,6,1,3577.24,1,6,"mid"
"1321",14124,84,3,1,1,419.58,1,5,"mid"
"1322",14125,10,4,3,1,3603.15,1,6,"mid"
"1323",14126,7,4,4,1,714.43,1,6,"mid"
"1324",14127,122,3,3,1,899.81,1,5,"mid"
"1325",14128,60,3,2,1,768.44,1,5,"mid"
"1326",14129,1,4,5,1,1477.66,1,6,"mid"
"1327",14130,319,1,1,1,568.85,1,3,"low"
"1328",14132,2,4,12,2,3848.57,1,7,"mid"
"1329",14133,129,3,5,1,745.24,1,5,"mid"
"1330",14135,1,4,15,2,5120.21,1,7,"mid"
"1331",14138,1,4,2,1,1039.68,1,6,"mid"
"1332",14139,46,4,1,1,487.22,1,6,"mid"
"1333",14140,3,4,3,1,930.25,1,6,"mid"
"1334",14141,2,4,6,1,1441.23,1,6,"mid"
"1335",14142,373,1,1,1,423.81,1,3,"low"
"1336",14143,133,2,1,1,147.8,1,4,"low"
"1337",14145,46,4,5,1,3148.2,1,6,"mid"
"1338",14146,8,4,6,1,3421.87,1,6,"mid"
"1339",14147,49,3,3,1,1148.4,1,5,"mid"
"1340",14148,233,2,1,1,157.2,1,4,"low"
"1341",14149,212,2,3,1,283.15,1,4,"low"
"1342",14150,35,4,2,1,842.2,1,6,"mid"
"1343",14152,75,3,3,1,696.85,1,5,"mid"
"1344",14154,239,2,2,1,1468.64,1,4,"low"
"1345",14155,266,1,1,1,118.75,1,3,"low"
"1346",14156,9,4,66,3,140884.98,3,10,"high"
"1347",14157,19,4,3,1,404.33,1,6,"mid"
"1348",14158,40,4,1,1,591.96,1,6,"mid"
"1349",14159,19,4,14,2,5953.98,1,7,"mid"
"1350",14161,215,2,3,1,1463.67,1,4,"low"
"1351",14162,173,2,2,1,340.06,1,4,"low"
"1352",14163,87,3,4,1,2642.53,1,5,"mid"
"1353",14164,70,3,2,1,3827.77,1,5,"mid"
"1354",14165,275,1,1,1,157.9,1,3,"low"
"1355",14167,39,4,4,1,1179.99,1,6,"mid"
"1356",14171,98,3,1,1,459.78,1,5,"mid"
"1357",14173,10,4,4,1,604.51,1,6,"mid"
"1358",14174,33,4,1,1,157.6,1,6,"mid"
"1359",14175,51,3,7,2,3879.22,1,6,"mid"
"1360",14176,297,1,5,1,920.7,1,3,"low"
"1361",14177,84,3,5,1,717.97,1,5,"mid"
"1362",14178,8,4,7,2,1927.37,1,7,"mid"
"1363",14179,40,4,2,1,885.41,1,6,"mid"
"1364",14180,10,4,31,3,5075.52,1,8,"high"
"1365",14184,66,3,1,1,534.59,1,5,"mid"
"1366",14185,331,1,1,1,197.65,1,3,"low"
"1367",14188,8,4,10,2,3693.66,1,7,"mid"
"1368",14189,2,4,24,2,5505.56,1,7,"mid"
"1369",14191,1,4,14,2,5834.34,1,7,"mid"
"1370",14193,67,3,2,1,885.58,1,5,"mid"
"1371",14194,4,4,32,3,15162.09,2,9,"high"
"1372",14195,201,2,3,1,962.7,1,4,"low"
"1373",14196,106,3,1,1,825.12,1,5,"mid"
"1374",14198,4,4,7,2,935.6,1,7,"mid"
"1375",14199,218,2,1,1,185.4,1,4,"low"
"1376",14201,60,3,9,2,953.54,1,6,"mid"
"1377",14204,2,4,1,1,200.55,1,6,"mid"
"1378",14205,10,4,4,1,291.38,1,6,"mid"
"1379",14206,239,2,2,1,308.76,1,4,"low"
"1380",14208,94,3,1,1,196.68,1,5,"mid"
"1381",14209,10,4,7,2,3163.13,1,7,"mid"
"1382",14210,91,3,7,2,2504.19,1,6,"mid"
"1383",14211,53,3,13,2,2861.84,1,6,"mid"
"1384",14212,89,3,1,1,1070.48,1,5,"mid"
"1385",14213,371,1,1,1,-1529.7,1,3,"low"
"1386",14214,30,4,7,2,1127.85,1,7,"mid"
"1387",14215,11,4,7,2,1913.01,1,7,"mid"
"1388",14216,3,4,4,1,2783.74,1,6,"mid"
"1389",14217,1,4,24,2,2254.75,1,7,"mid"
"1390",14218,42,4,1,1,232.78,1,6,"mid"
"1391",14219,4,4,1,1,89.94,1,6,"mid"
"1392",14220,247,1,2,1,754.08,1,3,"low"
"1393",14221,42,4,10,2,4091.79,1,7,"mid"
"1394",14222,177,2,1,1,845.2,1,4,"low"
"1395",14223,92,3,4,1,1024.43,1,5,"mid"
"1396",14224,110,3,4,1,1162.45,1,5,"mid"
"1397",14226,28,4,7,2,2668.09,1,7,"mid"
"1398",14227,26,4,15,2,4597.44,1,7,"mid"
"1399",14229,51,3,5,1,1572.28,1,5,"mid"
"1400",14231,179,2,5,1,979.06,1,4,"low"
"1401",14232,31,4,8,2,2557.59,1,7,"mid"
"1402",14233,43,4,5,1,1891.71,1,6,"mid"
"1403",14234,22,4,4,1,899.28,1,6,"mid"
"1404",14235,10,4,6,1,3961.76,1,6,"mid"
"1405",14236,80,3,2,1,655.98,1,5,"mid"
"1406",14237,373,1,1,1,161,1,3,"low"
"1407",14238,326,1,1,1,181.85,1,3,"low"
"1408",14239,43,4,13,2,2816.66,1,7,"mid"
"1409",14240,30,4,2,1,1035.5,1,6,"mid"
"1410",14241,183,2,1,1,228.7,1,4,"low"
"1411",14242,234,2,2,1,351.35,1,4,"low"
"1412",14243,8,4,14,2,3225.69,1,7,"mid"
"1413",14245,176,2,5,1,1818.78,1,4,"low"
"1414",14246,110,3,3,1,1656.41,1,5,"mid"
"1415",14247,278,1,1,1,244.41,1,3,"low"
"1416",14248,318,1,1,1,302.58,1,3,"low"
"1417",14250,7,4,3,1,2437.86,1,6,"mid"
"1418",14251,1,4,5,1,3166.26,1,6,"mid"
"1419",14256,254,1,3,1,978.43,1,3,"low"
"1420",14257,51,3,6,1,3723.24,1,5,"mid"
"1421",14258,9,4,10,2,18244.12,2,8,"high"
"1422",14259,141,2,1,1,135.9,1,4,"low"
"1423",14261,50,3,2,1,1375.88,1,5,"mid"
"1424",14262,8,4,8,2,3640.11,1,7,"mid"
"1425",14264,154,2,3,1,343.07,1,4,"low"
"1426",14265,109,3,2,1,589.38,1,5,"mid"
"1427",14267,150,2,7,2,1539.44,1,5,"mid"
"1428",14270,331,1,1,1,554.05,1,3,"low"
"1429",14271,225,2,1,1,187.66,1,4,"low"
"1430",14272,73,3,2,1,498.36,1,5,"mid"
"1431",14273,51,3,4,1,684.77,1,5,"mid"
"1432",14276,88,3,5,1,1554.56,1,5,"mid"
"1433",14277,15,4,4,1,4970.97,1,6,"mid"
"1434",14280,196,2,1,1,134.04,1,4,"low"
"1435",14282,3,4,15,2,5474.04,1,7,"mid"
"1436",14284,30,4,3,1,578.45,1,6,"mid"
"1437",14285,21,4,4,1,2101.09,1,6,"mid"
"1438",14286,23,4,5,1,5243.09,1,6,"mid"
"1439",14287,8,4,4,1,151.23,1,6,"mid"
"1440",14288,212,2,2,1,413.85,1,4,"low"
"1441",14289,8,4,6,1,1140.46,1,6,"mid"
"1442",14290,11,4,6,1,2969.58,1,6,"mid"
"1443",14291,1,4,12,2,4747.29,1,7,"mid"
"1444",14292,7,4,14,2,5460.11,1,7,"mid"
"1445",14293,3,4,4,1,1082.14,1,6,"mid"
"1446",14295,40,4,2,1,154.7,1,6,"mid"
"1447",14297,17,4,6,1,1601.92,1,6,"mid"
"1448",14298,3,4,45,3,62813.01,3,10,"high"
"1449",14299,8,4,18,2,3603.2,1,7,"mid"
"1450",14300,18,4,1,1,43.2,1,6,"mid"
"1451",14301,107,3,2,1,708.36,1,5,"mid"
"1452",14304,222,2,2,1,204.3,1,4,"low"
"1453",14305,71,3,5,1,2324.7,1,5,"mid"
"1454",14306,51,3,3,1,2560.96,1,5,"mid"
"1455",14307,88,3,6,1,3710.74,1,5,"mid"
"1456",14309,8,4,10,2,3584.48,1,7,"mid"
"1457",14311,225,2,2,1,288.83,1,4,"low"
"1458",14312,46,4,6,1,2061.13,1,6,"mid"
"1459",14314,106,3,1,1,129.36,1,5,"mid"
"1460",14315,21,4,7,2,2719.33,1,7,"mid"
"1461",14317,64,3,1,1,640.98,1,5,"mid"
"1462",14320,206,2,3,1,474.21,1,4,"low"
"1463",14321,10,4,5,1,1705.76,1,6,"mid"
"1464",14323,114,3,4,1,590.76,1,5,"mid"
"1465",14326,234,2,2,1,215.85,1,4,"low"
"1466",14327,163,2,1,1,558.55,1,4,"low"
"1467",14329,8,4,14,2,5874.38,1,7,"mid"
"1468",14331,124,3,2,1,477.66,1,5,"mid"
"1469",14332,22,4,3,1,1045.35,1,6,"mid"
"1470",14333,64,3,2,1,528.9,1,5,"mid"
"1471",14334,16,4,9,2,2741.29,1,7,"mid"
"1472",14335,16,4,2,1,520.27,1,6,"mid"
"1473",14336,16,4,4,1,1937.67,1,6,"mid"
"1474",14338,158,2,4,1,607.87,1,4,"low"
"1475",14339,234,2,4,1,289.08,1,4,"low"
"1476",14340,218,2,1,1,180.3,1,4,"low"
"1477",14341,45,4,9,2,2730.77,1,7,"mid"
"1478",14342,21,4,6,1,827.85,1,6,"mid"
"1479",14344,127,3,8,2,1229.76,1,6,"mid"
"1480",14345,38,4,1,1,108.98,1,6,"mid"
"1481",14346,120,3,2,1,1103.64,1,5,"mid"
"1482",14348,260,1,1,1,471.85,1,3,"low"
"1483",14349,10,4,1,1,183.94,1,6,"mid"
"1484",14350,270,1,2,1,323.6,1,3,"low"
"1485",14351,164,2,1,1,51,1,4,"low"
"1486",14352,157,2,4,1,1287.78,1,4,"low"
"1487",14353,215,2,1,1,90.6,1,4,"low"
"1488",14354,5,4,2,1,237.36,1,6,"mid"
"1489",14355,365,1,1,1,174.4,1,3,"low"
"1490",14356,60,3,4,1,786.58,1,5,"mid"
"1491",14357,43,4,1,1,255.23,1,6,"mid"
"1492",14359,19,4,6,1,965.12,1,6,"mid"
"1493",14360,31,4,4,1,2693.77,1,6,"mid"
"1494",14362,22,4,1,1,179.65,1,6,"mid"
"1495",14364,108,3,8,2,5692.43,1,6,"mid"
"1496",14367,8,4,19,2,12480.89,2,8,"high"
"1497",14368,319,1,1,1,155,1,3,"low"
"1498",14371,295,1,1,1,100.5,1,3,"low"
"1499",14373,358,1,1,1,86.75,1,3,"low"
"1500",14375,185,2,1,1,290.84,1,4,"low"
"1501",14377,191,2,2,1,747.85,1,4,"low"
"1502",14379,44,4,2,1,448.22,1,6,"mid"
"1503",14381,52,3,1,1,243.93,1,5,"mid"
"1504",14382,26,4,1,1,706.69,1,6,"mid"
"1505",14383,38,4,3,1,1649.88,1,6,"mid"
"1506",14385,9,4,3,1,231.41,1,6,"mid"
"1507",14386,296,1,1,1,176.4,1,3,"low"
"1508",14387,32,4,3,1,2650.47,1,6,"mid"
"1509",14388,8,4,10,2,4482.19,1,7,"mid"
"1510",14389,8,4,5,1,1337.12,1,6,"mid"
"1511",14390,10,4,13,2,5562.67,1,7,"mid"
"1512",14393,218,2,1,1,105.35,1,4,"low"
"1513",14395,2,4,12,2,4313.63,1,7,"mid"
"1514",14396,65,3,2,1,657.9,1,5,"mid"
"1515",14397,0,4,23,2,3065.59,1,7,"mid"
"1516",14400,141,2,2,1,754.34,1,4,"low"
"1517",14401,4,4,14,2,5715.1,1,7,"mid"
"1518",14403,130,3,5,1,1797.56,1,5,"mid"
"1519",14404,33,4,7,2,1672.37,1,7,"mid"
"1520",14406,119,3,1,1,285.15,1,5,"mid"
"1521",14407,107,3,9,2,3030.26,1,6,"mid"
"1522",14408,10,4,7,2,4419.05,1,7,"mid"
"1523",14409,71,3,7,2,2126.65,1,6,"mid"
